Anthology Publication Year,Anthology Type,Anthology Title,Collection Type,Source Title,Source Genre,Original Publication Year,Publication Decade,Author,Author Birth Year,Author Birth Decade,Author Gender,Anthology Section Header,Anthology Edition,Anthology Editors
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Advancing Luna and Ida B. Wells,Short Story,1982,1980s,Alice Walker,1944,1940s,Female,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive American Collection ,"The Bedford Anthology of American Literature, Volume Two",Chronological,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,From Modernism to Postmodernism,2nd Ed,Susan Belasco; Linck Johnson;
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,In Darkness and Confusion,Short Story,1947,1940s,Ann Petry,1911,1910s,Female,"The Literatures of Modernism, Modernity, and Civil Rights: c.1940-1965","1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,The Bones of Louella Brown,Short Story,1947,1940s,Ann Petry,1911,1910s,Female,"The Literatures of Modernism, Modernity, and Civil Rights: c.1940-1965","1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Education of Mingo,Short Story,1977,1970s,Charles Johnson,1948,1940s,Male,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Dave's Neckliss ,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Literature of the Reconstruction to the New Negro Renaissance, 1865 - 1930","3rd Ed, Volume 1","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Literature of the Reconstruction to the New Negro Renaissance, 1865 - 1927","3rd Ed, Volume 1","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive American Collection ,"The Bedford Anthology of American Literature, Volume Two",Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Realism, Regionalism, and Naturalism",2nd Ed,Susan Belasco; Linck Johnson;
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Passing of Grandison,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Literature of the Reconstruction to the New Negro Renaissance, 1865 - 1928","3rd Ed, Volume 1","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive American Collection ,"The Bedford Anthology of American Literature, Volume Two",Chronological,The Passing of Grandison,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Realism, Regionalism, and Naturalism",2nd Ed,Susan Belasco; Linck Johnson;
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Wife of His Youth,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Literature of the Reconstruction to the New Negro Renaissance, 1865 - 1929","3rd Ed, Volume 1","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,A Night of New Roses,Short Story,1945,1940s,Chester Himes,1909,1900s,Male,"The Literatures of Modernism, Modernity, and Civil Rights: c.1940-1965","1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,Da-Da-Dee,Short Story,1948,1940s,Chester Himes,1909,1900s,Male,"The Literatures of Modernism, Modernity, and Civil Rights: c.1940-1965","1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,Tang,Short Story,1967,1960s,Chester Himes,1909,1900s,Male,"The Literatures of Modernism, Modernity, and Civil Rights: c.1940-1965","1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,The Typewriter,Short Story,1926,1920s,Dorothy West,1907,1900s,Female,The Literatures of the New Negro Renaissance: c. 1920-1940,"1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Girl Who Raised Pigeons,Short Story,1992,1990s,Edward P. Jones,1950,1950s,Male,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,New York Day Women,Short Story,1995,1990s,Edwidge Danticat,1969,1960s,Male,The Literatures of the Contemporary Period: c.1975 to the Present,"1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Wharf Rats,Short Story,1926,1920s,Eric Walrond,1898,1890s,Male,"Harlem Renaissance, 1919 - 1982","3rd Ed, Volume 1","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Sky is Gray,Short Story,1963,1960s,Ernest Gaines,1933,1930s,Male,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,The Two Offers,Short Story,1859,1850s,Frances E. W. Harper,1825,1820s,Female,The Literature of Slavery and Freedom 1746 - 1865,"3rd Ed, Volume 1","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Will the Circle Be Unbroken?,Short Story,1974,1970s,Henry Dumas,1935,1930s,Male,The Black Arts Movement - 1960 - 1975,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Going to Meet the Man,Short Story,1965,1960s,James Baldwin,1924,1920s,Male,"Realism, Naturalism, Modernsim - 1940 - 1960 ","3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,"The Literatures of Modernism, Modernity, and Civil Rights: c.1940-1965","1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,"Realism, Naturalism, Modernsim - 1940 - 1960 ","3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,Double Trouble,Short Story,1923,1920s,Jessie Fauset,1882,1880s,Female,The Literatures of the New Negro Renaissance: c. 1920-1940,"1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,Weight,Short Story,0,00s,John Edgar Wideman,1941,1940s,Male,The Literatures of the Contemporary Period: c.1975 to the Present,"1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Bop,Short Story,1949,1940s,Langston Hughes,1902,1900s,Male,"Harlem Renaissance, 1919 - 2030","3rd Ed, Volume 1","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive American Collection ,"The Bedford Anthology of American Literature, Volume Two",Chronological,Sanctuary,Short Story,1930,1930s,Nella Larsen,1891,1890s,Female,At Home and Abroad: American Fiction between the Wars,2nd Ed,Susan Belasco; Linck Johnson;
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Bloodchild,Short Story,1995,1990s,Octavia Butler,1947,1940s,Female,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,Reena,Short Story,1983,1980s,Paule Marshall,1929,1920s,Female,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection ,Norton Anthologoy of African American Literature (2014),Chronological,"To Da-duh, in Memoriam",Short Story,1967,1960s,Paule Marshall,1929,1920s,Female,The Contemporary Period,"3rd Ed, Volume 2","Henry Louis Gates Jr. Valerie Smith, William L. Andrews, Kimberly Benston, Brent Hayes Edwards, Frances Smith Foster, Deborah E. McDowell, Robert G. O'Meally, Hortense Spillers, Cheryl A. WallO'Meally,Â Hortense Spillers, Cheryl A. Wall"
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,The Fix,Short Story,2004,2000s,Percival Everett,1956,1950s,Male,The Literatures of the Contemporary Period: c.1975 to the Present,"1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive American Collection ,"The Bedford Anthology of American Literature, Volume Two",Chronological,The Invisible Man,Short Story,,0s,Ralph Ellison,1914,1910s,Male,From Modernism to Postmodernism,2nd Ed,Susan Belasco; Linck Johnson;
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,Big Boy Leaves Home,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,The Literatures of the New Negro Renaissance: c. 1920-1940,"1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive American Collection ,"The Bedford Anthology of American Literature, Volume Two",Chronological,The Man Who Was Almost a Man,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,At Home and Abroad: American Fiction between the Wars,2nd Ed,Susan Belasco; Linck Johnson;
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,Blades of Steel,Short Story,1927,1920s,Rudolph Fisher,1897,1890s,Male,The Literatures of the New Negro Renaissance: c. 1920-1940,"1st Ed, Vol 2",Gene Andrew Jarrett
2014,Comprehensive African American Collection,The Wiley Blackwell Anthology of African American Literature ,Chronological,The City of Refuge,Short Story,1925,1920s,Rudolph Fisher,1897,1890s,Male,The Literatures of the New Negro Renaissance: c. 1920-1940,"1st Ed, Vol 2",Gene Andrew Jarrett
